ponto_id,rssi_1_1,rssi_1_2,rssi_1_3,rssi_2_1,rssi_2_2,rssi_2_3,rssi_3_1,rssi_3_2,rssi_3_3,delay_1,delay_2,delay_3,lat,lon,indoor
8849,0.3739276389406936,0.392216591698457,0.5538999264164828,0.3306894479442968,0.4676697116245747,0.4706053741731091,0.29860386221293833,0.3057563587684067,0.31528178033941723,0.2857142857142857,0.5714285714285714,0.42857142857142855,-8.04981,-34.95309,False
4648,0.25587467362924277,0.0,0.2748344370860929,0.0,0.29348020777359873,0.32574974146845936,0.24921711899790755,0.3809404283801874,0.0,0.5714285714285714,0.42857142857142855,0.2857142857142857,-8.055506,-34.951693,True
853,0.1102511500683887,0.15544041450777168,0.14698307579102288,0.08849676724137923,0.3188250044778793,0.37521544295070663,0.14313674321502567,0.3508199464524764,0.0,0.5714285714285714,0.42857142857142855,0.2857142857142857,-8.05538,-34.951736,True
188,0.0,0.0,0.0,0.0,0.0,0.0,0.31752348643005823,0.4876171352074965,0.0,0.5714285714285714,0.42857142857142855,0.2857142857142857,-8.055605,-34.951728,True
366,0.0,0.0,0.0,0.0,0.0,0.0,0.3249049358783149,0.36127844712182045,0.0,0.5714285714285714,0.42857142857142855,0.2857142857142857,-8.055605,-34.951728,True
3398,0.26426706452816107,0.0,0.3024282560706404,0.0,0.26138873962624065,0.29566159452405527,0.1545863778705583,0.2930388219544846,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855,-8.055833999999999,-34.951362,True
5696,0.18230138008205898,0.0,0.18009565857248,0.0,0.16415905427189714,0.0,0.27691153444675964,0.3231497418244407,0.11015049631764318,0.5714285714285714,0.42857142857142855,0.2857142857142857,-8.055784,-34.951608,True
338,0.0,0.0,0.0,0.0,0.0,0.0,0.3249049358783149,0.4301929941990177,0.0,0.5714285714285714,0.42857142857142855,0.2857142857142857,-8.055605,-34.951728,True
7657,0.42232375979112247,0.4933809713602444,0.40970251235151967,0.4400592672413792,0.696713236611141,0.504899788250357,0.311293058455111,0.4852744310575636,0.28410182516810756,0.5714285714285714,0.14285714285714285,0.5714285714285714,-8.05377,-34.94826,False
3081,0.22305110033569542,0.0,0.3024282560706404,0.0,0.4168607081019775,0.33409661693012227,0.1545863778705583,0.34370816599732246,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855,-8.055833999999999,-34.951362,True
3901,0.16654233494964577,0.0,0.1532376747608537,0.14599048132183445,0.31736649522785965,0.3724577731816616,0.21815351923649828,0.33425368139223544,0.0,0.5714285714285714,0.42857142857142855,0.2857142857142857,-8.055424,-34.951597,True
7054,0.5098843715031705,0.3710641689916301,0.4619205298013247,0.2401894755747127,0.4382948235715567,0.3615994484660463,0.662186847599163,0.6930388219544845,0.38512648094780677,0.5714285714285714,0.5714285714285714,0.14285714285714285,-8.055589999999999,-34.95374,False
7579,0.447754036340384,0.46849911746284745,0.44980552927572814,0.40692349137931005,0.582169084721476,0.340572216477077,0.3800887265135666,0.3519076305220883,0.2926673070765289,0.5714285714285714,0.2857142857142857,0.42857142857142855,-8.05419,-34.94939,False
3124,0.22305110033569542,0.0,0.3024282560706404,0.0,0.4168607081019775,0.33409661693012227,0.1545863778705583,0.37556894243641215,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855,-8.055833999999999,-34.951362,True
2274,0.3030958597538229,0.3355918692706257,0.2834437086092718,0.1602909482758621,0.41312914203833073,0.38755109075688265,0.13941805845510924,0.24431057563587677,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855,-8.055494,-34.951316,True
8081,0.49976021740288656,0.5386608210442405,0.40050457269000383,0.7447467672413792,0.6230969013075409,0.6539863101393608,0.3769572025052159,0.3261713520749663,0.2785782901056677,0.42857142857142855,0.14285714285714285,0.7142857142857142,-8.0521,-34.94749,False
7785,0.5186497575531517,0.49143084894380196,0.4576369179018196,0.6454741379310344,0.6118574243238404,0.5484808194218733,0.3319089248434197,0.4037483266398929,0.28410182516810756,0.42857142857142855,0.14285714285714285,0.5714285714285714,-8.05312,-34.94882,False
4061,0.16654233494964577,0.0,0.1532376747608537,0.14599048132183445,0.29472122003019363,0.3360910031023785,0.1483932299433286,0.32928937974118644,0.0,0.5714285714285714,0.42857142857142855,0.2857142857142857,-8.055424,-34.951597,True
1979,0.3030958597538229,0.30550019928258254,0.3015084621044888,0.23087284482758608,0.4815511373813366,0.41909193874033646,0.13941805845510924,0.3859326193663535,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855,-8.055494,-34.951316,True
1909,0.3030958597538229,0.30550019928258254,0.3015084621044888,0.2680495689655171,0.45495253447967077,0.42123405722164775,0.13941805845510924,0.27476572958500656,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855,-8.055494,-34.951316,True
1878,0.3030958597538229,0.30550019928258254,0.3015084621044888,0.2105334051724137,0.45943041375604543,0.4589796621854534,0.13941805845510924,0.27476572958500656,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855,-8.055494,-34.951316,True
2426,0.0,0.0,0.0,0.0,0.33440802435966344,0.3848960128691259,0.48342901878914146,0.623661311914324,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855,-8.055684,-34.951331,True
8295,0.5921564448233605,0.30518704093833593,0.547093451066961,0.23100754310344818,0.5020598244671326,0.4270941054808688,0.7138896137787045,0.3723226238286479,0.3262487992315082,0.42857142857142855,0.5714285714285714,0.2857142857142857,-8.05175,-34.95525,False
6422,0.21064901156284965,0.09117178158628914,0.1401459406426233,0.06290409482758608,0.190220311660398,0.16270251637366417,0.08663883089769131,0.22607095046854053,0.0,0.5714285714285714,0.42857142857142855,0.2857142857142857,-8.055786,-34.951505,True
9193,0.7498001811690731,0.49928827649034857,0.7106853779039202,0.2625044899425282,0.3934264732222821,0.299896587383661,0.5204636395267892,0.254373047746536,0.33641530579570933,0.14285714285714285,0.5714285714285714,0.42857142857142855,-8.04852,-34.95431,False
1218,0.1102511500683887,0.15544041450777168,0.14698307579102288,0.08849676724137923,0.23034210997671511,0.23004382725168915,0.08001696242170597,0.22623828647925026,0.0,0.5714285714285714,0.42857142857142855,0.2857142857142857,-8.05538,-34.951736,True
8800,0.5968028987051734,0.3336915674998562,0.5000262798276047,0.16742995689655182,0.31181712341035306,0.41956386139426405,0.5193654314544163,0.26941097724230234,0.21501761127121366,0.2857142857142857,0.5714285714285714,0.2857142857142857,-8.05004,-34.95475,False
6046,0.21064901156284965,0.09117178158628914,0.1401459406426233,0.06290409482758608,0.3797241626365755,0.2752499138228197,0.172690501043836,0.27819611780455156,0.0,0.5714285714285714,0.42857142857142855,0.2857142857142857,-8.055786,-34.951505,True
8711,0.5250173176320136,0.3485879405568537,0.4677809313570902,0.24797952586206873,0.31358588572452084,0.3204067562909343,0.38671059498955773,0.29421017402945093,0.2664105027217418,0.2857142857142857,0.5714285714285714,0.2857142857142857,-8.050460000000001,-34.95389,False
2823,0.0,0.0,0.0,0.0,0.33440802435966344,0.3708491324830523,0.47409968684759574,0.6253107668770315,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855,-8.055684,-34.951331,True
2123,0.3030958597538229,0.16361100039856513,0.3054451802796174,0.19773706896551735,0.4586243954862981,0.38755109075688265,0.13941805845510924,0.33785140562248994,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855,-8.055494,-34.951316,True
213,0.0,0.0,0.0,0.0,0.0,0.0,0.31752348643005823,0.49824297188755007,0.0,0.5714285714285714,0.42857142857142855,0.2857142857142857,-8.055605,-34.951728,True
