ponto_id,lat_pred,lon_pred
0,-8.0542,-34.94651
3,-8.0542,-34.94651
8,-8.0542,-34.94651
10,-8.0542,-34.94651
12,-8.0542,-34.94651
14,-8.0542,-34.94651
17,-8.0542,-34.94651
19,-8.0542,-34.94651
23,-8.0542,-34.94651
29,-8.0542,-34.94651
30,-8.0542,-34.94651
31,-8.0542,-34.94651
33,-8.0542,-34.94651
36,-8.0542,-34.94651
37,-8.0542,-34.94651
39,-8.0542,-34.94651
41,-8.0542,-34.94651
46,-8.0542,-34.94651
47,-8.0542,-34.94651
48,-8.0542,-34.94651
50,-8.0542,-34.94651
56,-8.0542,-34.94651
58,-8.0542,-34.94651
59,-8.0542,-34.94651
61,-8.0542,-34.94651
65,-8.0542,-34.94651
68,-8.0542,-34.94651
69,-8.0542,-34.94651
70,-8.0542,-34.94651
73,-8.0542,-34.94651
76,-8.0542,-34.94651
79,-8.0542,-34.94651
80,-8.0542,-34.94651
81,-8.0542,-34.94651
87,-8.0542,-34.94651
88,-8.0542,-34.94651
91,-8.0542,-34.94651
92,-8.0542,-34.94651
93,-8.0542,-34.94651
95,-8.0542,-34.94651
96,-8.0542,-34.94651
99,-8.0542,-34.94651
100,-8.0542,-34.94651
101,-8.0542,-34.94651
102,-8.0542,-34.94651
103,-8.0542,-34.94651
104,-8.0542,-34.94651
106,-8.0542,-34.94651
107,-8.0542,-34.94651
108,-8.0542,-34.94651
111,-8.0542,-34.94651
118,-8.0542,-34.94651
119,-8.0542,-34.94651
122,-8.0542,-34.94651
131,-8.0542,-34.94651
132,-8.0542,-34.94651
135,-8.0542,-34.94651
144,-8.0542,-34.94651
149,-8.0542,-34.94651
151,-8.0542,-34.94651
157,-8.0542,-34.94651
164,-8.0542,-34.94651
167,-8.0542,-34.94651
168,-8.0542,-34.94651
169,-8.0542,-34.94651
172,-8.0542,-34.94651
176,-8.0542,-34.94651
177,-8.0542,-34.94651
179,-8.0542,-34.94651
180,-8.0542,-34.94651
181,-8.0542,-34.94651
185,-8.0542,-34.94651
196,-8.0542,-34.94651
199,-8.0542,-34.94651
209,-8.0542,-34.94651
211,-8.0542,-34.94651
212,-8.0542,-34.94651
214,-8.0542,-34.94651
217,-8.0542,-34.94651
218,-8.0542,-34.94651
221,-8.0542,-34.94651
222,-8.0542,-34.94651
229,-8.0542,-34.94651
230,-8.0542,-34.94651
233,-8.0542,-34.94651
239,-8.0542,-34.94651
245,-8.0542,-34.94651
247,-8.0542,-34.94651
248,-8.0542,-34.94651
251,-8.0542,-34.94651
252,-8.0542,-34.94651
257,-8.0542,-34.94651
263,-8.0542,-34.94651
265,-8.0542,-34.94651
267,-8.0542,-34.94651
274,-8.0542,-34.94651
286,-8.0542,-34.94651
288,-8.0542,-34.94651
291,-8.0542,-34.94651
292,-8.0542,-34.94651
300,-8.0542,-34.94651
304,-8.0542,-34.94651
308,-8.0542,-34.94651
311,-8.0542,-34.94651
315,-8.0542,-34.94651
316,-8.0542,-34.94651
318,-8.0542,-34.94651
319,-8.0542,-34.94651
321,-8.0542,-34.94651
323,-8.0542,-34.94651
328,-8.0542,-34.94651
330,-8.0542,-34.94651
332,-8.0542,-34.94651
333,-8.0542,-34.94651
334,-8.0542,-34.94651
335,-8.0542,-34.94651
337,-8.0542,-34.94651
346,-8.0542,-34.94651
349,-8.0542,-34.94651
350,-8.0542,-34.94651
353,-8.0542,-34.94651
354,-8.0542,-34.94651
360,-8.0542,-34.94651
367,-8.0542,-34.94651
379,-8.0542,-34.94651
381,-8.0542,-34.94651
385,-8.0542,-34.94651
388,-8.0542,-34.94651
393,-8.0542,-34.94651
394,-8.0542,-34.94651
400,-8.0542,-34.94651
401,-8.0542,-34.94651
402,-8.0542,-34.94651
408,-8.0542,-34.94651
409,-8.0542,-34.94651
411,-8.0542,-34.94651
415,-8.0542,-34.94651
416,-8.0542,-34.94651
427,-8.0542,-34.94651
429,-8.0542,-34.94651
433,-8.0542,-34.94651
435,-8.0542,-34.94651
439,-8.0542,-34.94651
445,-8.0542,-34.94651
447,-8.0542,-34.94651
449,-8.0542,-34.94651
453,-8.0542,-34.94651
455,-8.0542,-34.94651
457,-8.0542,-34.94651
461,-8.0542,-34.94651
462,-8.0542,-34.94651
465,-8.0542,-34.94651
468,-8.0542,-34.94651
472,-8.0542,-34.94651
473,-8.0542,-34.94651
474,-8.0542,-34.94651
476,-8.0542,-34.94651
477,-8.0542,-34.94651
483,-8.0542,-34.94651
485,-8.0542,-34.94651
486,-8.0542,-34.94651
487,-8.0542,-34.94651
495,-8.0542,-34.94651
496,-8.0542,-34.94651
500,-8.0542,-34.94651
503,-8.0542,-34.94651
509,-8.0542,-34.94651
510,-8.0542,-34.94651
511,-8.0542,-34.94651
513,-8.0542,-34.94651
518,-8.0542,-34.94651
524,-8.0542,-34.94651
528,-8.0542,-34.94651
530,-8.0542,-34.94651
532,-8.0542,-34.94651
533,-8.0542,-34.94651
538,-8.0542,-34.94651
540,-8.0542,-34.94651
543,-8.0542,-34.94651
544,-8.0542,-34.94651
550,-8.0542,-34.94651
551,-8.0542,-34.94651
554,-8.0542,-34.94651
555,-8.0542,-34.94651
563,-8.0542,-34.94651
564,-8.0542,-34.94651
567,-8.0542,-34.94651
568,-8.0542,-34.94651
576,-8.0542,-34.94651
577,-8.0542,-34.94651
582,-8.0542,-34.94651
586,-8.0542,-34.94651
590,-8.0542,-34.94651
591,-8.0542,-34.94651
592,-8.0542,-34.94651
594,-8.0542,-34.94651
601,-8.0542,-34.94651
603,-8.0542,-34.94651
604,-8.0542,-34.94651
605,-8.0542,-34.94651
611,-8.0542,-34.94651
613,-8.0542,-34.94651
617,-8.0542,-34.94651
618,-8.0542,-34.94651
620,-8.0542,-34.94651
623,-8.0542,-34.94651
624,-8.0542,-34.94651
625,-8.0542,-34.94651
633,-8.0542,-34.94651
637,-8.0542,-34.94651
641,-8.0542,-34.94651
642,-8.0542,-34.94651
647,-8.0542,-34.94651
653,-8.0542,-34.94651
654,-8.0542,-34.94651
655,-8.0542,-34.94651
664,-8.0542,-34.94651
665,-8.0542,-34.94651
668,-8.0542,-34.94651
673,-8.0542,-34.94651
675,-8.0542,-34.94651
676,-8.0542,-34.94651
678,-8.0542,-34.94651
682,-8.0542,-34.94651
683,-8.0542,-34.94651
693,-8.0542,-34.94651
694,-8.0542,-34.94651
696,-8.0542,-34.94651
700,-8.0542,-34.94651
706,-8.0542,-34.94651
708,-8.0542,-34.94651
710,-8.0542,-34.94651
711,-8.0542,-34.94651
