ponto_id,lat_pred,lon_pred
0,-8.0519447619048,-34.949126521739174
3,-8.0519447619048,-34.949126521739174
8,-8.051944699793,-34.949126501035245
10,-8.0519447619048,-34.949126521739174
12,-8.0519447619048,-34.949126521739174
14,-8.0519447619048,-34.949126521739174
17,-8.0519447619048,-34.949126521739174
19,-8.0519447619048,-34.949126521739174
23,-8.0519447619048,-34.949126521739174
29,-8.0519447619048,-34.949126521739174
30,-8.051944699793,-34.949126501035245
31,-8.0519447619048,-34.949126521739174
33,-8.0519447619048,-34.949126521739174
36,-8.0519447619048,-34.949126521739174
37,-8.0519447619048,-34.949126521739174
39,-8.0519447619048,-34.949126521739174
41,-8.0519447619048,-34.949126521739174
46,-8.0519447619048,-34.949126521739174
47,-8.0519447619048,-34.949126521739174
48,-8.0519447619048,-34.949126521739174
50,-8.0519447619048,-34.949126521739174
56,-8.0519447619048,-34.949126521739174
58,-8.0519447619048,-34.949126521739174
59,-8.0519447619048,-34.949126521739174
61,-8.0519447619048,-34.949126521739174
65,-8.0519447619048,-34.949126521739174
68,-8.0519447619048,-34.949126521739174
69,-8.0519447619048,-34.949126521739174
70,-8.0519447619048,-34.949126521739174
73,-8.0519447619048,-34.949126521739174
76,-8.0519447619048,-34.949126521739174
79,-8.0519447619048,-34.949126521739174
80,-8.0519447619048,-34.949126521739174
81,-8.0519447619048,-34.949126521739174
87,-8.0519447619048,-34.949126521739174
88,-8.0519447619048,-34.949126521739174
91,-8.0519447619048,-34.949126521739174
92,-8.0519447619048,-34.949126521739174
93,-8.0519447619048,-34.949126521739174
95,-8.0519447619048,-34.949126521739174
96,-8.0519447619048,-34.949126521739174
99,-8.0519447619048,-34.949126521739174
100,-8.0519447619048,-34.949126521739174
101,-8.0519447619048,-34.949126521739174
102,-8.0519447619048,-34.949126521739174
103,-8.0519447619048,-34.949126521739174
104,-8.0519447619048,-34.949126521739174
106,-8.0519447619048,-34.949126521739174
107,-8.0519447619048,-34.949126521739174
108,-8.0519447619048,-34.949126521739174
111,-8.0519447619048,-34.949126521739174
118,-8.0519447619048,-34.949126521739174
119,-8.051944699793,-34.949126501035245
122,-8.051944699793,-34.949126501035245
131,-8.051944699793,-34.949126501035245
132,-8.051944699793,-34.949126501035245
135,-8.051944699793,-34.949126501035245
144,-8.051944699793,-34.949126501035245
149,-8.051944699793,-34.949126501035245
151,-8.051944699793,-34.949126501035245
157,-8.0519447619048,-34.949126521739174
164,-8.0519447619048,-34.949126521739174
167,-8.0519447619048,-34.949126521739174
168,-8.0519447619048,-34.949126521739174
169,-8.0519447619048,-34.949126521739174
172,-8.0519447619048,-34.949126521739174
176,-8.0519447619048,-34.949126521739174
177,-8.0519447619048,-34.949126521739174
179,-8.051944699793,-34.949126501035245
180,-8.051944699793,-34.949126501035245
181,-8.051944699793,-34.949126501035245
185,-8.051944699793,-34.949126501035245
196,-8.051944699793,-34.949126501035245
199,-8.051944699793,-34.949126501035245
209,-8.051944699793,-34.949126501035245
211,-8.051944699793,-34.949126501035245
212,-8.051944699793,-34.949126501035245
214,-8.051944699793,-34.949126501035245
217,-8.051944699793,-34.949126501035245
218,-8.051944699793,-34.949126501035245
221,-8.051944699793,-34.949126501035245
222,-8.051944699793,-34.949126501035245
229,-8.051944699793,-34.949126501035245
230,-8.051944699793,-34.949126501035245
233,-8.051944699793,-34.949126501035245
239,-8.051944699793,-34.949126501035245
245,-8.051944699793,-34.949126501035245
247,-8.051944658385132,-34.94912797101454
248,-8.051944699793,-34.949126501035245
251,-8.051944699793,-34.949126501035245
252,-8.051944699793,-34.949126501035245
257,-8.051944699793,-34.949126501035245
263,-8.051944699793,-34.949126501035245
265,-8.051944699793,-34.949126501035245
267,-8.0519447619048,-34.949126521739174
274,-8.051901345755732,-34.94910097308484
286,-8.051944699793,-34.949126501035245
288,-8.051944699793,-34.949126501035245
291,-8.051944699793,-34.949126501035245
292,-8.051944699793,-34.949126501035245
300,-8.051944699793,-34.949126501035245
304,-8.0519447619048,-34.949126521739174
308,-8.051944699793,-34.949126501035245
311,-8.051944699793,-34.949126501035245
315,-8.051944699793,-34.949126501035245
316,-8.051944699793,-34.949126501035245
318,-8.051944699793,-34.949126501035245
319,-8.051944699793,-34.949126501035245
321,-8.051944699793,-34.949126501035245
323,-8.051944699793,-34.949126501035245
328,-8.051944699793,-34.949126501035245
330,-8.051944699793,-34.949126501035245
332,-8.051944699793,-34.949126501035245
333,-8.051944699793,-34.949126501035245
334,-8.051944699793,-34.949126501035245
335,-8.051944699793,-34.949126501035245
337,-8.051944699793,-34.949126501035245
346,-8.051944699793,-34.949126501035245
349,-8.051944699793,-34.949126501035245
350,-8.051944699793,-34.949126501035245
353,-8.051944699793,-34.949126501035245
354,-8.051944699793,-34.949126501035245
360,-8.05194122153213,-34.94913006211185
367,-8.051903706004177,-34.949145010351984
379,-8.051903706004177,-34.949145010351984
381,-8.051944699793,-34.949126501035245
385,-8.051936293995901,-34.949131138716396
388,-8.051936293995901,-34.949131138716396
393,-8.051936293995901,-34.949131138716396
394,-8.051936293995901,-34.949131138716396
400,-8.05194122153213,-34.94913006211185
401,-8.05194122153213,-34.94913006211185
402,-8.05194122153213,-34.94913006211185
408,-8.05193950310563,-34.9491310766046
409,-8.05193950310563,-34.9491310766046
411,-8.05193950310563,-34.9491310766046
415,-8.05193950310563,-34.9491310766046
416,-8.05193950310563,-34.9491310766046
427,-8.05194122153213,-34.94913006211185
429,-8.05194122153213,-34.94913006211185
433,-8.05194122153213,-34.94913006211185
435,-8.05194122153213,-34.94913006211185
439,-8.05194122153213,-34.94913006211185
445,-8.05194122153213,-34.94913006211185
447,-8.051936190476232,-34.949130020703954
449,-8.051936190476232,-34.949130020703954
453,-8.051936190476232,-34.949130020703954
455,-8.051897805383062,-34.94910451345751
457,-8.051935817805424,-34.94913105590066
461,-8.051936024844762,-34.94913207039341
462,-8.051936024844762,-34.94913207039341
465,-8.051936024844762,-34.94913207039341
468,-8.051936024844762,-34.94913207039341
472,-8.051936024844762,-34.94913207039341
473,-8.05194122153213,-34.94913006211185
474,-8.051936024844762,-34.94913207039341
476,-8.051936024844762,-34.94913207039341
477,-8.05194122153213,-34.94913006211185
483,-8.051936024844762,-34.94913207039341
485,-8.051936024844762,-34.94913207039341
486,-8.051936024844762,-34.94913207039341
487,-8.051936024844762,-34.94913207039341
495,-8.051944699793,-34.949126501035245
496,-8.051944699793,-34.949126501035245
500,-8.051944699793,-34.949126501035245
503,-8.051944699793,-34.949126501035245
509,-8.051950165631508,-34.949124078675
510,-8.051950165631508,-34.949124078675
511,-8.051901283643932,-34.94910026915109
513,-8.051950165631508,-34.949124078675
518,-8.051944699793,-34.949126501035245
524,-8.051944699793,-34.949126501035245
528,-8.051944699793,-34.949126501035245
530,-8.051944699793,-34.949126501035245
532,-8.051944699793,-34.949126501035245
533,-8.051944699793,-34.949126501035245
538,-8.051944699793,-34.949126501035245
540,-8.051944699793,-34.949126501035245
543,-8.051944699793,-34.949126501035245
544,-8.051944699793,-34.949126501035245
550,-8.051944699793,-34.949126501035245
551,-8.051944699793,-34.949126501035245
554,-8.051944699793,-34.949126501035245
555,-8.051944699793,-34.949126501035245
563,-8.051944699793,-34.949126501035245
564,-8.051901283643932,-34.94910095238091
567,-8.051901283643932,-34.94910095238091
568,-8.051901283643932,-34.94910095238091
576,-8.051901283643932,-34.94910095238091
577,-8.051897805383062,-34.94910451345751
582,-8.051901283643932,-34.94910026915109
586,-8.051901283643932,-34.94910026915109
590,-8.051901283643932,-34.94910026915109
591,-8.051901283643932,-34.94910026915109
592,-8.051901283643932,-34.94910026915109
594,-8.051901283643932,-34.94910026915109
601,-8.051897805383062,-34.94910451345751
603,-8.051901283643932,-34.94910095238091
604,-8.051901283643932,-34.94910095238091
605,-8.051901283643932,-34.94910095238091
611,-8.051901283643932,-34.94910095238091
613,-8.051901283643932,-34.94910095238091
617,-8.051901283643932,-34.94910095238091
618,-8.051901283643932,-34.94910095238091
620,-8.051901283643932,-34.94910095238091
623,-8.051901283643932,-34.94910095238091
624,-8.051901283643932,-34.94910095238091
625,-8.051897805383062,-34.94910451345751
633,-8.051897805383062,-34.94910451345751
637,-8.051897805383062,-34.94910451345751
641,-8.051897805383062,-34.94910451345751
642,-8.051897805383062,-34.94910451345751
647,-8.051860579710182,-34.94911432712207
653,-8.051860579710182,-34.94911310558998
654,-8.051860579710182,-34.94911310558998
655,-8.051860579710182,-34.94911310558998
664,-8.051860579710182,-34.94911310558998
665,-8.051860579710182,-34.94911310558998
668,-8.051860579710182,-34.94911310558998
673,-8.051860579710182,-34.94911310558998
675,-8.051860579710182,-34.94911310558998
676,-8.051860579710182,-34.94911310558998
678,-8.051860579710182,-34.94911310558998
682,-8.051860579710182,-34.94911310558998
683,-8.051860579710182,-34.94911310558998
693,-8.051860579710182,-34.94911310558998
694,-8.051860579710182,-34.94911310558998
696,-8.051860579710182,-34.94911310558998
700,-8.051860579710182,-34.94911310558998
706,-8.051860579710182,-34.94911310558998
708,-8.051860579710182,-34.94911310558998
710,-8.051860579710182,-34.94911310558998
711,-8.051682939958642,-34.94949585921329
712,-8.051682939958642,-34.94949585921329
713,-8.051860579710182,-34.94911310558998
715,-8.051860579710182,-34.94911310558998
718,-8.051860579710182,-34.94911310558998
724,-8.051860579710182,-34.94911310558998
730,-8.051860579710182,-34.94911310558998
733,-8.051860579710182,-34.94911310558998
736,-8.051860579710182,-34.94911310558998
737,-8.051860579710182,-34.94911310558998
738,-8.051860579710182,-34.94911310558998
740,-8.051860579710182,-34.94911310558998
742,-8.051860579710182,-34.94911310558998
743,-8.051860579710182,-34.94911310558998
744,-8.051860579710182,-34.94911310558998
745,-8.051860579710182,-34.94911310558998
747,-8.051860579710182,-34.94911310558998
748,-8.051860579710182,-34.94911310558998
749,-8.051860579710182,-34.94911310558998
751,-8.051860579710182,-34.94911310558998
753,-8.051860579710182,-34.94911432712207
758,-8.051860579710182,-34.94911310558998
759,-8.051860579710182,-34.94911310558998
761,-8.051860579710182,-34.94911310558998
763,-8.051860579710182,-34.94911310558998
764,-8.051860579710182,-34.94911310558998
765,-8.051860579710182,-34.94911310558998
766,-8.051860579710182,-34.94911310558998
773,-8.051903706004177,-34.94914351966876
774,-8.051860579710182,-34.94911310558998
782,-8.051860579710182,-34.94911310558998
786,-8.051860579710182,-34.94911310558998
789,-8.051860579710182,-34.94911310558998
794,-8.051860579710182,-34.94911310558998
795,-8.051860579710182,-34.94911310558998
799,-8.051860579710182,-34.94911310558998
800,-8.051839792960699,-34.94916573498958
809,-8.051839792960699,-34.94916573498958
810,-8.051839792960699,-34.94916573498958
811,-8.051839792960699,-34.94916573498958
815,-8.051839792960699,-34.94916573498958
828,-8.051839792960699,-34.94916573498958
831,-8.051839792960699,-34.94916573498958
833,-8.051839792960699,-34.94916573498958
834,-8.051839792960699,-34.94916573498958
835,-8.051839792960699,-34.94916573498958
837,-8.051839792960699,-34.94916573498958
841,-8.051839792960699,-34.94916573498958
852,-8.051839792960699,-34.94916573498958
856,-8.051839792960699,-34.94916573498958
858,-8.051839792960699,-34.94916573498958
862,-8.051839792960699,-34.94916573498958
866,-8.051839792960699,-34.94916573498958
868,-8.051839792960699,-34.94916573498958
871,-8.051839792960699,-34.94916573498958
872,-8.051839792960699,-34.94916573498958
877,-8.051839792960699,-34.94916573498958
879,-8.051839792960699,-34.94916573498958
881,-8.051839792960699,-34.94916573498958
883,-8.051839792960699,-34.94916573498958
906,-8.051681718426549,-34.949485155279525
908,-8.051682939958642,-34.94949585921329
914,-8.051682939958642,-34.94949585921329
921,-8.051682939958642,-34.94949585921329
927,-8.051682939958642,-34.94949585921329
932,-8.051682939958642,-34.94949585921329
934,-8.051682939958642,-34.94949585921329
940,-8.051682939958642,-34.94949585921329
947,-8.051682939958642,-34.94949585921329
952,-8.051682939958642,-34.94949585921329
957,-8.051682939958642,-34.94949585921329
958,-8.051682939958642,-34.94949585921329
960,-8.051682939958642,-34.94949585921329
964,-8.051682939958642,-34.94949585921329
965,-8.051682939958642,-34.94949585921329
967,-8.051682939958642,-34.94949585921329
970,-8.051682939958642,-34.94949585921329
971,-8.051682939958642,-34.94949585921329
982,-8.051682939958642,-34.94949585921329
994,-8.051682939958642,-34.94949585921329
996,-8.051682939958642,-34.94949585921329
997,-8.051682939958642,-34.94949585921329
1002,-8.051682939958642,-34.94949585921329
1005,-8.051682939958642,-34.94949585921329
1009,-8.051682939958642,-34.94949585921329
1010,-8.051682939958642,-34.94949585921329
1017,-8.051682939958642,-34.94949585921329
1018,-8.051682939958642,-34.94949585921329
1020,-8.051682939958642,-34.94949585921329
1022,-8.051682939958642,-34.94949585921329
1025,-8.051682939958642,-34.94949585921329
1027,-8.051682939958642,-34.94949585921329
1034,-8.051682939958642,-34.94949585921329
1038,-8.051682939958642,-34.94949585921329
1042,-8.051682939958642,-34.94949585921329
1044,-8.051682939958642,-34.94949585921329
1046,-8.051682939958642,-34.94949585921329
1052,-8.051682939958642,-34.94949585921329
1053,-8.051682939958642,-34.94949585921329
1055,-8.051682939958642,-34.94949585921329
1056,-8.051682939958642,-34.94949585921329
1057,-8.051682939958642,-34.94949585921329
1061,-8.051682939958642,-34.94949585921329
1068,-8.051682939958642,-34.94949585921329
1071,-8.051682939958642,-34.94949585921329
1074,-8.051682939958642,-34.94949585921329
1075,-8.051682939958642,-34.94949585921329
1076,-8.051682939958642,-34.94949585921329
1078,-8.051682939958642,-34.94949585921329
1084,-8.051682939958642,-34.94949585921329
1087,-8.051682939958642,-34.94949585921329
1090,-8.051682939958642,-34.94949585921329
1095,-8.051682939958642,-34.94949585921329
1101,-8.051682939958642,-34.94949585921329
1103,-8.051682939958642,-34.94949585921329
1107,-8.051682939958642,-34.94949585921329
1108,-8.051682939958642,-34.94949585921329
1111,-8.051682939958642,-34.94949585921329
1112,-8.051682939958642,-34.94949585921329
1115,-8.051682939958642,-34.94949585921329
1123,-8.051682939958642,-34.94949585921329
1126,-8.051682939958642,-34.94949585921329
1127,-8.051682939958642,-34.94949585921329
1139,-8.051682939958642,-34.94949585921329
1142,-8.051682939958642,-34.94949585921329
1144,-8.051682939958642,-34.94949585921329
1145,-8.051682939958642,-34.94949585921329
1147,-8.051682939958642,-34.94949585921329
1149,-8.051682939958642,-34.94949585921329
1152,-8.051682939958642,-34.94949585921329
1153,-8.051682939958642,-34.94949585921329
1155,-8.051682939958642,-34.94949585921329
1156,-8.051682939958642,-34.94949585921329
1157,-8.051682939958642,-34.94949585921329
1162,-8.051682939958642,-34.94949585921329
1163,-8.051682939958642,-34.94949585921329
1166,-8.051682939958642,-34.94949585921329
1168,-8.051682939958642,-34.94949585921329
1172,-8.051682939958642,-34.94949585921329
1175,-8.051682939958642,-34.94949585921329
1176,-8.051682939958642,-34.94949585921329
1180,-8.051682939958642,-34.94949585921329
1183,-8.051682939958642,-34.94949585921329
1188,-8.051682939958642,-34.94949585921329
1193,-8.051682939958642,-34.94949585921329
1194,-8.051682939958642,-34.94949585921329
1195,-8.051682939958642,-34.94949585921329
1197,-8.051682939958642,-34.94949585921329
1199,-8.051682939958642,-34.94949585921329
1201,-8.051682939958642,-34.94949585921329
1204,-8.051682939958642,-34.94949585921329
1210,-8.051682939958642,-34.94949585921329
1217,-8.051682939958642,-34.94949585921329
1219,-8.051682939958642,-34.94949585921329
